index,curah_hujan_mm,curah_hujan_mm_corrected,kecamatan,rainfall_scaled
2014-04-15,9.317329578023209,7.873496810414485,babakanmadang,0.048071266338629653
2014-04-16,28.36547295921727,23.969900280985765,babakanmadang,0.14634710450298663
2014-04-17,11.639364823542142,9.8357046454133,babakanmadang,0.0600514344544288
2014-04-18,23.278729647084283,19.6714092908266,babakanmadang,0.1201028689088576
2014-04-19,10.507128421883833,8.878921951140159,babakanmadang,0.0542098424868346
2014-04-20,23.278729647084283,19.6714092908266,babakanmadang,0.1201028689088576
2014-04-21,15.327088056112588,12.951970616923026,babakanmadang,0.07907765051897389
2014-04-22,5.272025649171126,4.455061590939122,babakanmadang,0.027200170070527996
2014-04-23,15.327088056112588,12.951970616923026,babakanmadang,0.07907765051897389
2014-04-24,15.327088056112588,12.951970616923026,babakanmadang,0.07907765051897389
2014-04-25,15.327088056112588,12.951970616923026,babakanmadang,0.07907765051897389
2014-04-26,22.47071090246502,18.98860281121888,babakanmadang,0.11593402589928803
2014-04-27,14.980474078027829,12.659068661696232,babakanmadang,0.0772893513375748
2014-04-28,14.980474078027829,12.659068661696232,babakanmadang,0.0772893513375748
2014-04-29,17.124417790613677,14.470782398062124,babakanmadang,0.08835068477648603
2014-04-30,7.4902370390139135,6.329534330848115,babakanmadang,0.03864467566878739
2014-05-01,11.29592858490191,9.545488000518324,babakanmadang,0.05827953030960253
2014-05-02,8.037728944577669,6.792185752168616,babakanmadang,0.041469372272058456
2014-05-03,2.531168037966678,2.1389329750190025,babakanmadang,0.01305915518840518
2014-05-04,8.764760546935234,7.406555025499323,babakanmadang,0.04522037512119736
2014-05-05,0.0,0.0,babakanmadang,0.0
2014-05-06,8.256805371610742,6.977313640480136,babakanmadang,0.042599661931153734
2014-05-07,2.34710300784362,1.983391044743073,babakanmadang,0.012109501211632291
2014-05-08,7.318861968266336,6.184715897452966,babakanmadang,0.03776049350041806
2014-05-09,0.0,0.0,babakanmadang,0.0
2014-05-10,11.85474721757989,10.017710935764512,babakanmadang,0.06116266534325144
2014-05-11,10.230294350573889,8.644986663220962,babakanmadang,0.05278156153335877
2014-05-12,0.0,0.0,babakanmadang,0.0
2014-05-13,14.912215006978888,12.601387158247718,babakanmadang,0.0769371796174544
2014-05-14,1.005851118188155,0.8499823371587248,babakanmadang,0.005189527384915139
2014-05-15,29.32080584576255,24.777192796734056,babakanmadang,0.15127599118093468
2014-05-16,14.591574931144716,12.33043413536377,babakanmadang,0.07528288861538243
2014-05-17,17.689168863547476,14.948018470285064,babakanmadang,0.09126442728335861
2014-05-18,7.295787465572357,6.165217067681884,babakanmadang,0.03764144430769121
2014-05-19,18.254807100797954,15.426004229997236,babakanmadang,0.09418274697211537
2014-05-20,0.0,0.0,babakanmadang,0.0
2014-05-21,16.510314228660178,13.951841601150775,babakanmadang,0.08518231602458544
2014-05-22,16.510314228660178,13.951841601150775,babakanmadang,0.08518231602458544
2014-05-23,8.255157114330089,6.975920800575388,babakanmadang,0.04259115801229272
2014-05-24,5.631603436720998,4.758918456756943,babakanmadang,0.029055353945909634
2014-05-25,0.7790142711840178,0.6582965996933258,babakanmadang,0.004019199084682964
2014-05-26,33.70321378707886,28.48049368986504,babakanmadang,0.17388632148935745
2014-05-27,15.714476045809294,13.27932815812927,babakanmadang,0.08107631666823417
2014-05-28,0.0,0.0,babakanmadang,0.0
2014-05-29,0.0,0.0,babakanmadang,0.0
2014-05-30,11.976379979284184,10.120495231769189,babakanmadang,0.061790210052755076
2014-05-31,0.0,0.0,babakanmadang,0.0
2014-06-01,0.0,0.0,babakanmadang,0.0
2014-06-02,0.0,0.0,babakanmadang,0.0
2014-06-03,0.0,0.0,babakanmadang,0.0
2014-06-04,0.0,0.0,babakanmadang,0.0
2014-06-05,19.15106803241529,16.183378703798493,babakanmadang,0.09880686138085201
2014-06-06,0.0,0.0,babakanmadang,0.0
2014-06-07,0.0,0.0,babakanmadang,0.0
2014-06-08,0.0,0.0,babakanmadang,0.0
2014-06-09,0.720471597972669,0.6088258208673947,babakanmadang,0.003717157559527944
2014-06-10,3.2600035457234635,2.7548266168168882,babakanmadang,0.016819464997888185
2014-06-11,13.357762181131465,11.28781557491363,babakanmadang,0.068917229783502
2014-06-12,59.04064092134174,49.89158042401633,babakanmadang,0.3046107096208748
2014-06-13,5.134376977619372,4.338743243783427,babakanmadang,0.02648999384504271
2014-06-14,6.723938355947795,5.681982885294766,babakanmadang,0.03469108061989056
2014-06-15,0.0,0.0,babakanmadang,0.0
2014-06-16,26.59668324872067,22.475205902379955,babakanmadang,0.1372213179180766
2014-06-17,9.901069054478093,8.366778803660845,babakanmadang,0.05108297646544783
2014-06-18,7.233374712969127,6.112475925014804,babakanmadang,0.03731943572913951
2014-06-19,13.778087971084997,11.64300680635188,babakanmadang,0.07108583322600662
2014-06-20,0.0,0.0,babakanmadang,0.0
2014-06-21,0.0,0.0,babakanmadang,0.0
2014-06-22,0.0,0.0,babakanmadang,0.0
2014-06-23,19.226319600406445,16.24696913232155,babakanmadang,0.09919510976650908
2014-06-24,13.258000107815391,11.203512839942535,babakanmadang,0.06840252338005112
2014-06-25,12.77700608404059,10.797054650360836,babakanmadang,0.06592091192361993
2014-06-26,18.502782654762264,15.635552976432477,babakanmadang,0.09546213703772005
2014-06-27,18.013670901248325,15.222234997393544,babakanmadang,0.092938643457759
2014-06-28,0.369267631831922,0.31204515167904967,babakanmadang,0.0019051770715395793
2014-06-29,0.0,0.0,babakanmadang,0.0
2014-06-30,0.0,0.0,babakanmadang,0.0
2014-07-01,0.0,0.0,babakanmadang,0.0
2014-07-02,0.0,0.0,babakanmadang,0.0
2014-07-03,0.0,0.0,babakanmadang,0.0
2014-07-04,0.0,0.0,babakanmadang,0.0
2014-07-05,11.962307031531084,10.10860305726583,babakanmadang,0.061717602937814704
2014-07-06,0.0,0.0,babakanmadang,0.0
2014-07-07,0.0,0.0,babakanmadang,0.0
2014-07-08,0.0,0.0,babakanmadang,0.0
2014-07-09,0.0,0.0,babakanmadang,0.0
2014-07-10,0.0,0.0,babakanmadang,0.0
2014-07-11,0.0,0.0,babakanmadang,0.0
2014-07-12,8.993383234425595,7.599749865895389,babakanmadang,0.04639991717875481
2014-07-13,39.74179535163076,33.58332409741775,babakanmadang,0.20504141375761878
2014-07-14,0.0,0.0,babakanmadang,0.0
2014-07-15,0.0,0.0,babakanmadang,0.0
2014-07-16,50.406757876747534,42.59562185092411,babakanmadang,0.2600655759645291
2014-07-17,12.285387260035463,10.381618101687701,babakanmadang,0.06338448351589494
2014-07-18,0.0,0.0,babakanmadang,0.0
2014-07-19,0.0,0.0,babakanmadang,0.0
2014-07-20,2.363338866986726,1.9971109613894802,babakanmadang,0.012193267520698532
2014-07-21,38.43358861521671,32.47783979740826,babakanmadang,0.19829193109463764
2014-07-22,86.7238705384104,73.28495920993727,babakanmadang,0.4474378891138521
2014-07-23,0.0,0.0,babakanmadang,0.0
2014-07-24,0.0,0.0,babakanmadang,0.0
2014-07-25,32.02544421145791,27.06271477675025,babakanmadang,0.16523013867977224
2014-07-26,60.18149313173796,50.855643803388034,babakanmadang,0.3104967534706413
2014-07-27,0.0,0.0,babakanmadang,0.0
2014-07-28,0.0,0.0,babakanmadang,0.0
2014-07-29,0.0,0.0,babakanmadang,0.0
2014-07-30,0.0,0.0,babakanmadang,0.0
2014-07-31,4.104494190216065,3.4684532348470793,babakanmadang,0.021176478920379244
2014-08-01,0.0,0.0,babakanmadang,0.0
2014-08-02,0.0,0.0,babakanmadang,0.0
2014-08-03,0.0,0.0,babakanmadang,0.0
2014-08-04,30.50284270236367,25.776058763887686,babakanmadang,0.1573745206018296
2014-08-05,0.0,0.0,babakanmadang,0.0
2014-08-06,0.0,0.0,babakanmadang,0.0
2014-08-07,0.0,0.0,babakanmadang,0.0
2014-08-08,0.0,0.0,babakanmadang,0.0
2014-08-09,0.0,0.0,babakanmadang,0.0
2014-08-10,0.0,0.0,babakanmadang,0.0
2014-08-11,82.20460166931151,69.46600564300712,babakanmadang,0.42412144681747244
2014-08-12,0.0,0.0,babakanmadang,0.0
2014-08-13,0.0,0.0,babakanmadang,0.0
2014-08-14,0.0,0.0,babakanmadang,0.0
2014-08-15,0.0,0.0,babakanmadang,0.0
2014-08-16,0.0,0.0,babakanmadang,0.0
2014-08-17,0.0,0.0,babakanmadang,0.0
2014-08-18,0.0,0.0,babakanmadang,0.0
2014-08-19,0.0,0.0,babakanmadang,0.0
2014-08-20,0.0,0.0,babakanmadang,0.0
2014-08-21,0.0,0.0,babakanmadang,0.0
2014-08-22,0.0,0.0,babakanmadang,0.0
2014-08-23,0.0,0.0,babakanmadang,0.0
2014-08-24,0.0,0.0,babakanmadang,0.0
2014-08-25,0.0,0.0,babakanmadang,0.0
2014-08-26,0.0,0.0,babakanmadang,0.0
2014-08-27,0.0,0.0,babakanmadang,0.0
2014-08-28,0.0,0.0,babakanmadang,0.0
2014-08-29,0.0,0.0,babakanmadang,0.0
2014-08-30,0.0,0.0,babakanmadang,0.0
2014-08-31,0.0,0.0,babakanmadang,0.0
2014-09-01,0.0,0.0,babakanmadang,0.0
2014-09-02,0.0,0.0,babakanmadang,0.0
2014-09-03,0.0,0.0,babakanmadang,0.0
2014-09-04,0.0,0.0,babakanmadang,0.0
2014-09-05,0.0,0.0,babakanmadang,0.0
2014-09-06,0.0,0.0,babakanmadang,0.0
2014-09-07,0.0,0.0,babakanmadang,0.0
2014-09-08,0.0,0.0,babakanmadang,0.0
2014-09-09,0.0,0.0,babakanmadang,0.0
2014-09-10,0.0,0.0,babakanmadang,0.0
2014-09-11,0.0,0.0,babakanmadang,0.0
2014-09-12,0.0,0.0,babakanmadang,0.0
2014-09-13,0.0,0.0,babakanmadang,0.0
2014-09-14,0.0,0.0,babakanmadang,0.0
2014-09-15,0.0,0.0,babakanmadang,0.0
2014-09-16,0.0,0.0,babakanmadang,0.0
2014-09-17,0.0,0.0,babakanmadang,0.0
2014-09-18,0.0,0.0,babakanmadang,0.0
2014-09-19,0.0,0.0,babakanmadang,0.0
2014-09-20,57.71127748991312,48.76821791444892,babakanmadang,0.29775207238604195
2014-09-21,0.0,0.0,babakanmadang,0.0
2014-09-22,0.0,0.0,babakanmadang,0.0
2014-09-23,0.0,0.0,babakanmadang,0.0
2014-09-24,0.0,0.0,babakanmadang,0.0
2014-09-25,0.0,0.0,babakanmadang,0.0
2014-09-26,0.0,0.0,babakanmadang,0.0
2014-09-27,0.0,0.0,babakanmadang,0.0
2014-09-28,0.0,0.0,babakanmadang,0.0
2014-09-29,0.0,0.0,babakanmadang,0.0
2014-09-30,0.0,0.0,babakanmadang,0.0
2014-10-01,0.0,0.0,babakanmadang,0.0
2014-10-02,0.0,0.0,babakanmadang,0.0
2014-10-03,0.0,0.0,babakanmadang,0.0
2014-10-04,0.0,0.0,babakanmadang,0.0
2014-10-05,0.0,0.0,babakanmadang,0.0
2014-10-06,18.99771137613999,16.053786513898135,babakanmadang,0.09801564232963374
2014-10-07,0.0,0.0,babakanmadang,0.0
2014-10-08,4.567450105516534,3.859668538755446,babakanmadang,0.02356502565161708
2014-10-09,0.0,0.0,babakanmadang,0.0
2014-10-10,0.0,0.0,babakanmadang,0.0
2014-10-11,0.0,0.0,babakanmadang,0.0
2014-10-12,0.0,0.0,babakanmadang,0.0
2014-10-13,18.635545554913968,15.747742661484661,babakanmadang,0.09614710590993156
2014-10-14,0.0,0.0,babakanmadang,0.0
2014-10-15,2.068215799331665,1.7477207780323671,babakanmadang,0.01067062742633259
2014-10-16,14.772437143325805,12.483269563026555,babakanmadang,0.07621601816710054
2014-10-17,0.0,0.0,babakanmadang,0.0
2014-10-18,5.159846505365873,4.360265960544229,babakanmadang,0.026621399785078256
2014-10-19,0.174896102202566,0.1477938384935812,babakanmadang,0.0009023483649648355
2014-10-20,0.0,0.0,babakanmadang,0.0
2014-10-21,11.485738972613683,9.70588497582305,babakanmadang,0.05925882653660871
2014-10-22,4.782721476805838,4.041581010674196,babakanmadang,0.02467568373639051
2014-10-23,0.0,0.0,babakanmadang,0.0
2014-10-24,0.0,0.0,babakanmadang,0.0
2014-10-25,0.0,0.0,babakanmadang,0.0
2014-10-26,1.0461755200436238,0.8840579858445649,babakanmadang,0.005397574663409224
2014-10-27,0.0,0.0,babakanmadang,0.0
2014-10-28,9.574938435303537,8.091186063450602,babakanmadang,0.049400357886354
2014-10-29,0.0,0.0,babakanmadang,0.0
2014-10-30,0.0,0.0,babakanmadang,0.0
2014-10-31,21.24222791069432,17.95048809859033,babakanmadang,0.10959586509952644
2014-11-01,0.3424901723861694,0.2894171830350697,babakanmadang,0.0017670230678511394
2014-11-02,6.668361622408816,5.635018437961644,babakanmadang,0.03440434138438204
2014-11-03,0.0,0.0,babakanmadang,0.0
2014-11-04,0.0,0.0,babakanmadang,0.0
2014-11-05,0.0,0.0,babakanmadang,0.0
2014-11-06,1.2160050919181424,1.0275704140860238,babakanmadang,0.0062737830784267284
2014-11-07,8.969181523824993,7.579298502699022,babakanmadang,0.04627505233777333
2014-11-08,26.751855448672643,22.606332295533267,babakanmadang,0.13802190397546332
2014-11-09,13.6747544715279,11.55568608077716,babakanmadang,0.07055270062215105
2014-11-10,40.89296000129298,34.55610187902117,babakanmadang,0.21098066298242382
2014-11-11,32.21630130567048,27.223996258739692,babakanmadang,0.1662148352209518
2014-11-12,27.89915218353272,23.575841542455954,babakanmadang,0.14394119731472504
2014-11-13,16.10815065283524,13.611998129369846,babakanmadang,0.0831074176104759
2014-11-14,0.0,0.0,babakanmadang,0.0
2014-11-15,16.10815065283524,13.611998129369846,babakanmadang,0.0831074176104759
2014-11-16,27.22153334366648,23.003227927182774,babakanmadang,0.14044513168191586
2014-11-17,9.07384452192407,7.667742704956846,babakanmadang,0.04681504427594491
2014-11-18,36.29537808769628,30.670970819827385,babakanmadang,0.18726017710377965
2014-11-19,23.51771177492644,19.873358251154187,babakanmadang,0.12133585883601118
2014-11-20,0.261324029219778,0.2208287142058053,babakanmadang,0.0013482593809859642
2014-11-21,36.7401122795908,31.046788076482446,babakanmadang,0.18955471177805833
2014-11-22,20.69711049732409,17.48984321321508,babakanmadang,0.10678341930757401
2014-11-23,9.965061551646183,8.420854890389798,babakanmadang,0.05141313548250108
2014-11-24,27.65842067065992,23.37241428544007,babakanmadang,0.1426991817163174
2014-11-25,28.614390651803262,24.180245170282614,babakanmadang,0.14763135538157765
2014-11-26,12.559915360651518,10.613604756927199,babakanmadang,0.0648008671837304
2014-11-27,12.366958610635056,10.450548986163653,babakanmadang,0.06380533780546775
2014-11-28,18.29130661111129,15.456847700288506,babakanmadang,0.09437106033666999
2014-11-29,18.839873158304314,15.920407234536594,babakanmadang,0.09720130138092563
2014-11-30,39.261345750407166,33.17732596553655,babakanmadang,0.2025626111619497
2014-12-01,2.147970564741837,1.8151165791375985,babakanmadang,0.011082109336219123
2014-12-02,26.247604191930662,22.180220862170426,babakanmadang,0.1354203005587926
2014-12-03,38.26836382213392,32.33821858186092,babakanmadang,0.19743948029663624
2014-12-04,33.603375299353345,28.396126381820302,babakanmadang,0.1733712208380271
2014-12-05,12.735375821590424,10.761875499953703,babakanmadang,0.06570612726700444
2014-12-06,15.243352164720234,12.881210613396908,babakanmadang,0.07864562862863322
2014-12-07,0.4600203790162738,0.3887346644314734,babakanmadang,0.002373401302992265
2014-12-08,15.184077466161623,12.831121245393838,babakanmadang,0.07833981033620384
2014-12-09,0.0,0.0,babakanmadang,0.0
2014-12-10,7.621676082360117,6.440605306698454,babakanmadang,0.03932281431431661
2014-12-11,9.703240475529118,8.19960615270756,babakanmadang,0.05006231166783459
2014-12-12,24.369381126604583,20.593051148975704,babakanmadang,0.12572991014589888
2014-12-13,23.72469701265034,20.048268625996563,babakanmadang,0.12240376594474535
2014-12-14,0.0,0.0,babakanmadang,0.0
2014-12-15,8.02987674223749,6.78555034343241,babakanmadang,0.041428860094521035
2014-12-16,3.070454636373018,2.5946506006428516,babakanmadang,0.01584151782651473
2014-12-17,24.37348986926831,20.59652319233177,babakanmadang,0.12575110854413635
2014-12-18,12.097856271894353,10.223147305455957,babakanmadang,0.062416947485084015
2014-12-19,17.945876149127354,15.164945861046329,babakanmadang,0.09258886731661492
2014-12-20,18.77761578559875,15.867797393775113,babakanmadang,0.09688009446001435
2014-12-21,17.049869843533163,14.407786555890153,babakanmadang,0.08796606660997207
2014-12-22,14.438823018575969,12.201352976827579,babakanmadang,0.07449478964224453
2014-12-23,17.657882145831458,14.921580007409775,babakanmadang,0.09110300848545158
2014-12-24,11.77192141382318,9.947719990801414,babakanmadang,0.06073533890397949
2014-12-25,17.657882145831458,14.921580007409775,babakanmadang,0.09110300848545158
2014-12-26,27.189462054403204,22.976126471598775,babakanmadang,0.1402796650130503
2014-12-27,9.590247861962569,8.104123109517262,babakanmadang,0.049479344415729744
2014-12-28,17.067689160296794,14.422844554271272,babakanmadang,0.08805800251445456
2014-12-29,0.0,0.0,babakanmadang,0.0
2014-12-30,10.333273792266844,8.73200819647446,babakanmadang,0.053312867432497704
2014-12-31,0.0,0.0,babakanmadang,0.0
2015-01-01,12.5772945341311,10.628290817542881,babakanmadang,0.06489053223959071
2015-01-02,6.322190671845486,5.342490857790246,babakanmadang,0.032618327932364924
2015-01-03,12.448296001082973,10.519282165439574,babakanmadang,0.06422498501519332
2015-01-04,0.0,0.0,babakanmadang,0.0
2015-01-05,6.288647267065549,5.31414540877144,babakanmadang,0.03244526611979535
2015-01-06,0.0,0.0,babakanmadang,0.0
2015-01-07,1.948237434813851,1.6463345103856906,babakanmadang,0.010051618313548505
2015-01-08,7.315471589565277,6.181850898886011,babakanmadang,0.037743001385734054
2015-01-09,0.0,0.0,babakanmadang,0.0
2015-01-10,0.0,0.0,babakanmadang,0.0
2015-01-11,0.0,0.0,babakanmadang,0.0
2015-01-12,1.199560903248034,1.0136744510893578,babakanmadang,0.006188941926607006
2015-01-13,0.0,0.0,babakanmadang,0.0
2015-01-14,12.43168020248413,10.505241185545609,babakanmadang,0.06413925846949314
2015-01-15,0.0,0.0,babakanmadang,0.0
2015-01-16,0.0,0.0,babakanmadang,0.0
2015-01-17,0.0,0.0,babakanmadang,0.0
2015-01-18,0.0,0.0,babakanmadang,0.0
2015-01-19,16.947428542689273,14.32121977206064,babakanmadang,0.08743753716216145
2015-01-20,33.89485708537855,28.64243954412128,babakanmadang,0.1748750743243229
2015-01-21,21.309583049071463,18.007405744653674,babakanmadang,0.1099433731241261
2015-01-22,21.39123531391746,18.07640500473614,babakanmadang,0.11036464487776489
2015-01-23,21.22897973186092,17.939292885099697,babakanmadang,0.10952751324743523
2015-01-24,32.08685425708168,27.11460859399663,babakanmadang,0.1655469739526181
2015-01-25,21.39123531391746,18.07640500473614,babakanmadang,0.11036464487776489
2015-01-26,8.137740582541415,6.8766993787305895,babakanmadang,0.04198536626424885
2015-01-27,0.4711599349975586,0.39814801165222163,babakanmadang,0.0024308740539544602
2015-01-28,12.6327736666328,10.67517278829843,babakanmadang,0.06517676791821433
2015-01-29,18.24242087163423,15.415537396662966,babakanmadang,0.09411884221098456
2015-01-30,18.24971211709474,15.421698775564135,babakanmadang,0.09415646022154621
2015-01-31,20.2349572846764,17.099306223487133,babakanmadang,0.10439901399182326
2015-02-01,47.46474430686549,40.10950882200441,babakanmadang,0.24488672920319476
2015-02-02,7.814174534145153,6.603273798077588,babakanmadang,0.04031597917642034
2015-02-03,33.2915741368344,28.13264257586296,babakanmadang,0.1717625327903813
2015-02-04,20.83538963669225,17.606694329583238,babakanmadang,0.10749684833055524
2015-02-05,15.821581775263738,13.36983656101176,babakanmadang,0.08162891148672616
2015-02-06,8.764637771405672,7.406451275521144,babakanmadang,0.045219741680560525
2015-02-07,35.923554036491794,30.356765396838043,babakanmadang,0.18534181059684415
